Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-01-14,Star Wars: Clone Wars,2003,https://boxd.it/1Au1yP,,,Clone wars' is a drag with senseless fighting.,,2021-01-14
2021-01-14,Black Rain,1989,https://boxd.it/1Au1yZ,,,clever american cop in japan fights sato (motorcycle-gang leader),,2021-01-14
2021-01-14,The Hunted,2003,https://boxd.it/1Au1z9,,,american loving geisha protected by takeda is hunted by ninja,,2021-01-14
2021-01-14,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/1Au1zj,,,"warriors seek peace, love, a famed sword.",,2021-01-14
2021-01-14,Enter the Dragon,1973,https://boxd.it/1Au1zt,,,4/4. kung fu.,,2021-01-14
2021-01-14,The Way of the Dragon,1972,https://boxd.it/1Au1zN,,,Lee fights gangsters while working in a Chinese resturant in Italy mediocre,,2021-01-14
2021-01-14,Yojimbo,1961,https://boxd.it/1Au1zX,,,ronin brings death to rival criminal enterprises in a village,,2021-01-14
2021-01-14,Zatoichi,1989,https://boxd.it/1Au1A7,3,,"A blind yakuza clears a town of an insane corrupt governor and fighting yakuza clans good action. mysterious blind central character keeps the suspense up with his kindnesses, skill, attractiveness.",,2021-01-14
2021-01-14,Zatoichi,2003,https://boxd.it/1Au1Ah,,,"zatoichi, in a final scene opens his eyes, and can see!",,2021-01-14
2021-01-14,SAGA - Curse of the Shadow,2013,https://boxd.it/1Au1Ar,,,"life, martial arts and death of Bruce Lee mediocre.",,2021-01-14
2021-01-14,The 36th Chamber of Shaolin,1978,https://boxd.it/1Au1AB,4,,Classic movie karate masters in bengaLUru ask their students to watch. Great showcase of deliberate cultivation by monk teachers and deliberate self cultivation by the student.,,2021-01-14
2021-01-14,Red Sun,1970,https://boxd.it/1Au1AV,,,samurai in the wild west,,2021-01-14
2021-01-14,Mackenna's Gold,1969,https://boxd.it/1Au1B5,3.5,,"bandits on a quest for gold, using a man who has memorized the map, with indians blocking them.",,2021-01-14
2021-01-14,The Quick and the Dead,1995,https://boxd.it/1Au1Bf,,,western town quick gun boss trashed by a girl seeking vengence.,,2021-01-14
2021-01-14,Desperado,1995,https://boxd.it/1Au1Bp,,,Charismatic guitar player extracts vengence from drug cartel.,,2021-01-14
2021-01-14,Once Upon a Time in the West,1968,https://boxd.it/1Au1Bz,5,,"Mysterious harmonica playing gunman exacts revenge from killer allied with a crippled railroad baron, helping a former whore widow profit from a station, getting help from a bandit with principles along the way. 4/4. Contrasts the peace of a wandering gunman with the worries and ways of businessmen.",,2021-01-14
2021-01-14,A Fistful of Dollars,1964,https://boxd.it/1Au1BJ,4,,western version of yojimbo. Sow fight between two gangs.,,2021-01-14
2021-01-14,For a Few Dollars More,1965,https://boxd.it/1Au1BT,4,,"A bounty hunter, and a former colnel seeking filial revenge take down Indio's gang, after the latter infiltrates them by helping in an escape, bank robbery. Finally, a showdown where there is vengence.",,2021-01-14
2021-01-14,High Plains Drifter,1973,https://boxd.it/1Au1C3,,,a guilty town seeks protection from thugs they hired and turned in cliches abound - is poetic in a way.,,2021-01-14
2021-01-14,The Hateful Eight,2015,https://boxd.it/1Au1Cd,3.5,,"A gang of 4 try take over a lodge and wait to rescue a murdress from a team of 2 bounty hunters + to-be-sheriff + driver during a blizzard. Determined, fairly brainy and articulate characters. Well depicted gun violence. Trust and suspicion are well placed and used by the characters.",,2021-01-14
2021-01-14,Snatch,2000,https://boxd.it/1Au1Cn,4,,"A twisted storyline centered around a diamond heist gone wrong involving professional (contrasted with) amateur killers and gangs, settled folk and pikeys. A variety of personalities. The pikies get their revenge, make great bargains - that's entertaining",,2021-01-14
2021-01-14,Léon: The Professional,1994,https://boxd.it/1Au1Cx,3.5,,"When her family is killed by a corrupt agent, he reluctantly takes in his 12-year- old neighbour. He then trains her to be competent with an arsenal of weapons.",,2021-01-14
2021-01-14,Benji the Hunted,1987,https://boxd.it/1Au1CH,4,,"A dog marooned in the wilderness faces off wild animals and protects cougar cubs, finally allowing himself to be rescued.",,2021-01-14
2021-01-14,Thackeray,2019,https://boxd.it/1Au1CR,4,,A nice window into the mind and world view of the Shivasena founder.,,2021-01-14
2021-01-14,Description of a Struggle,1960,https://boxd.it/1Au1D1,,,"These generally emphasize the coordination, leadership and individual risk invovled in weilding power of the many.",,2021-01-14
2021-01-14,Edward Scissorhands,1990,https://boxd.it/1Au1Db,3,,"a frankenstein type sweet artificial boy with scissors for hands is lonely and stuck in his creator's castle, until a saleswoman brings him out into town. Though clumsy, initially he is accepted by the gossippy housewives (with one christian maniac exception), his gardening, sculpting and hair cutting skills are appreciated falls in love with the teenage daughter of his home. but falls from reputation after being caught in a failed burglary he participated in to please his love. the girl's spurned boyfriend is jealous and turns against him. he runs away in spite and is forced to fight and kill the boyfriend. he is left in the castle. Lesson: The near inevitability of reputation management.",,2021-01-14
2021-01-14,Gladiator,2000,https://boxd.it/1Au1E9,3.5,,"General Maximus of the armies of the north, loyal to the good emperor Marcus Aurelius, escapes death at the hands of his incestuous cruel son, falls into slavery, gets vengence at the point of death in a gladiatorial fight with the emperor, spurs revolution",,2021-01-14
2021-01-14,Ben-Hur,1959,https://boxd.it/1Au1Ej,5,,"a jew becomes a roman galley slave, is freed, returns home, wins a chariot race against old friend, becomes a christian 4/4.",,2021-01-14
2021-01-14,Spartacus,1960,https://boxd.it/1Au1Et,,,"the slave/ gladiator rebellion filled with cliches, starts with pro-christian anti-pagan diatribe.",,2021-01-14
2021-01-14,The Last Samurai,2003,https://boxd.it/1Au1ED,5,,custer's army ex-soldier becomes samurai in captivity during revolt against meiji restoration 4/4. - communicates noble parts of japanese ethos well.,,2021-01-14
2021-01-14,Nemuri Kyōshirō 3: The Man with No Tomorrow,1996,https://boxd.it/1Au1EX,,,"Wandering sleepy eyed ronin with repudiated and repressed christian birth, with high sword skills floats around - sometimes getting reluctantly entangled with ladies (whom he brings ""bad luck""), aiding counterfeiting Akita province lords (desperate due to hard times). Poor fighting. Interesting as a drama. Hero has irritating fake no-care attitude (which borders on adharma).",,2021-01-14
2021-01-14,Braveheart,1995,https://boxd.it/1Au1F7,,,scotsman saves scotland,,2021-01-14
2021-01-14,Samrat Chandragupt,1958,https://boxd.it/1Au1Fr,4,,retelling of the legend of chandragupta-maurya and his AchArya chANakya - only saw few episodes,,2021-01-14
2021-01-14,Rudhramadevi,2015,https://boxd.it/1Au1FB,2.5,,"Poor filming of battles and fights - mostly stock computer images. Plot not historically accurate and a not very credible. Sprinkled with irritating SJW messages (sexual equality in combat, robin hoods, inter caste marriages)",,2021-01-14
2021-01-14,Bajirao Mastani,2015,https://boxd.it/1Au1FL,4,,"For all the obvious problems (eg. historical accuracy, twisting the main characters) of the movie, it has the following merits: * It presents the much neglected bAjI rAv in a way that is attractive to the general romantic audience. Such half-positive portrayals of brAhmaNa-s (and polygamy, and widows) is rare. * bAjI rAv is presented as an alpha male. This is accurate, and again attractive. * It shows period weaponry, the peshvA court, quite a few marATha + brAhmaNa mannerisms and refrains well. * The hindu agenda of the marATha-s is not totally buried (despite the persistent anti-islamism mocking). It's easy to see in the early parts especially. * Just in terms of simple dramatic quality, there is plenty of juice (which far exceeds the current star wars crap - https://www.facebook.com/vishvas.vasuki/posts/10153425133772989 ) - shRngAra (love) of the vipralambha type as well as the sambhOga type, vIra (many likable battle scenes), bIbhatsa (disgust at some people). Even the dialogues and poetry (recited and sung) were a pleasant surprise - there was some sophisticated use of ornamentation, such as upamA and anyokti.",,2021-01-14
2021-01-14,Manikarnika,2017,https://boxd.it/1Au1FV,4,,"Quite good, recommended for H. Was expecting mostly misleading masAla, but was surprised by the number of facts that check out!",,2021-01-14
2021-01-14,Lokmanya: Ek Yug Purush,2015,https://boxd.it/1Au1G5,4,,लोकमान्यष् टिळकः। तस्य नानाक्रियाकलापानां सङ्घर्षाणां च दृश्यानि। अधुनिकपत्रकर्तुर् भारताधोगतिदुःखितस्य संशोधनचोदितकल्पनाभिर् दर्शितानि। तैस् तस्याधुनिकस्य प्रेरणा ध्रुवं जाता। Period brAhmaNa attire was well depicted.,,2021-01-14
2021-01-14,Lincoln,2012,https://boxd.it/1Au1Gf,4,,"Intelligent Lincoln pushes through amendment banning slavery just before the defeat of south, propelled by eloquent idealism (quoting Euclid to a telegraph engineer), practical politics of dispensing favorable jobs/ resolutions to win over votes. Sometimes emotionally unstable wife, rebellious teen son wanting to join the fight, a kid son playing in white house.",,2021-01-14
2021-01-14,Jobs,2013,https://boxd.it/1Au1Gp,5,,"The abrasive yet visionary product-excellence genius of Steve Jobs, founder of Apple.",,2021-01-14
2021-01-14,Heaven and Earth,1994,https://boxd.it/1Au1Gz,5,,"The rivalry between kAgeTora and TakeDa both spiritual men. Many fascinating ritual details - vaishravaNa-homa, marIchi image, raNa-dIxA, adoring the spirit of the deceased. https://www.youtube.com/watch?v=n4AV_Gv_59k communicates the deep hinduized japanese spiritual ethos well.",,2021-01-14
2021-01-14,Death of a Tea Master,1989,https://boxd.it/1Au1GJ,4,,"Stubborn tea master and his two followers seperately kill themselves rather than be sycophants of Nobunaga ODa. Poem on the wall of the tea room when the unspoken pact is made: ""void takes nothing, death takes everything"". Death is a reminder to return to the way of honor, this call is well heeded. Seen through the eyes of a devoted disciple, who talks to various survivors of these incidents. Good exposition of the honorable way of tea, centered on the tea ceremony.",,2021-01-14
2021-01-14,Mankatha,2011,https://boxd.it/1Au1GT,5,,"Gambling addiction. The torment of growing up rich in a broken family. A meaningless career (teaching english literature mostly to unininterested folks with talents elsewhere) How universities pass sport's stars through. A love story. The decline of literature. Attractive character who surprisingly (?) turns his situation around when he finds love by the use of his brainy orchestration + a risky gamble. Many memorable dialogs. (""Fuck-you money"") Many memorable scenes. Attractive hero: live true or die proud type, cool with dangerous and obnoxious people.",,2021-01-14
2021-01-14,Good Will Hunting,1997,https://boxd.it/1Au1H3,,,downtown math genius doing manual labor finds love and spurns math.,,2021-01-14
2021-01-14,The Magician,1958,https://boxd.it/1Au1HH,,,kids with magic talent and music talent,,2021-01-14
2021-01-14,Tate,,https://boxd.it/1Au1HR,,,tate the genius kid attends college but wants to be fireman,,2021-01-14
2021-01-14,Mozart and Salieri,1962,https://boxd.it/1Au1I1,5,,"A good composer, jealous of the reckless hard-working genius Mozart, admires him yet spikes his career and feeds his madness, leading to his early death 4/4.",,2021-01-14
2021-01-14,Wayne's World,1992,https://boxd.it/1Au1Ib,,,garage tv show,,2021-01-14
2021-01-14,Pursuit of Happyness,2005,https://boxd.it/1Au1Il,,,"story of bone density scanner salesman becoming a stock brocker after being separated, while homeless.",,2021-01-14
2021-01-14,Bucket List,2018,https://boxd.it/1Au1Iv,,,two terminally ill people teach each other to have fun and become soft.,,2021-01-14
2021-01-14,Anand,1971,https://boxd.it/1Au1IF,5,,"terminally ill but compassionate, wise and happy person.",,2021-01-14
2021-01-14,Ikiru,1952,https://boxd.it/1Au1IP,5,,"a listless nihonjin bureaucrat finds he has cancer, regrets that he has not truly lived life well - just been doing busy-work to raise his son, lives the final months with meaning and passion - obstinately persisting/ insisting in the machine to build a park over a cesspool - touching colleagues' conscience. Also shows a japanese society taken over by American culture, music, attitudes 4/4.",,2021-01-14
2021-01-14,Wild Strawberries,2012,https://boxd.it/1Au1IZ,,,"old cold, moral, ruthless, lonely professor reminisces past causes and events, sees effect on family. He finds guilt, value in warmth and niceness.",,2021-01-14
2021-01-14,Taxi Driver,1976,https://boxd.it/1Au1J9,5,,"an insomniac inarticulate taxi driver wants to discover self-worth in new york, is irritated by prostitution and petty crime on streets, tries dating a 'clean uptown girl' to get to his goal but fails, next turns to gun-fight training for assassinating the person she worked for but fails, next rescues a child-prostitute after killing 3 gangsters - thus finds self worth and peace 4/4.",,2021-01-14
2021-01-14,Holy Man,1998,https://boxd.it/1Au1Jj,,,Selfless G preaches enlightenment compassion and prajJNA. Helps TV sales show maker. Is released.,,2021-01-14
2021-01-14,The Prince of Tides,1991,https://boxd.it/1Au1Jt,,,lorenstein the unhappy ny jewish shrink and the southern male parent of a patient fall in love.,,2021-01-14
2021-01-14,Dersu Uzala,1975,https://boxd.it/1Au1JD,,,"Siberian native guide to soviet explorers plants rice for chinese spilling in, suffers from guilt due to killing a tiger, prefers the open sky and woods far more than Russian cities.",,2021-01-14
2021-01-14,Anger Management,2003,https://boxd.it/1Au1JN,,,crazy psychologist,,2021-01-14
2021-01-14,Pushing Tin,1999,https://boxd.it/1Au1JX,,,air traffic controller helps colleague regain balance,,2021-01-14
2021-01-14,Up!,1976,https://boxd.it/1Au1K7,5,,"An old man flies his home to paradise falls fulfilling lifelong dream he had with dead wife, inspired my explorer Munz. Helps (initially reluctantly) scout kid, a dog with a talking collar, a rare bird Munz wants to capture to recover his reputation. In the process enjoys life again. 4/4. Compassion of the old man made him very lovable.",,2021-01-14
2021-01-14,Raid on Entebbe,1976,https://boxd.it/1Au1Kh,,,hnamatov hnamatov lalalla la la lalalla llahllahllah,,2021-01-14
2021-01-14,Platoon,1986,https://boxd.it/1Au1KV,,,crazy 'nam war,,2021-01-14
2021-01-14,The Beast,2016,https://boxd.it/1Au1L5,,,honorable jehadis in afghanistan take down soviet tank goliath after high struggle,,2021-01-14
2021-01-14,Black Hawk Down,2001,https://boxd.it/1Au1Lf,,,US delta force kidnapping of warlord in mogadishu goes awry,,2021-01-14
2021-01-14,The Alamo,2004,https://boxd.it/1Au1Lp,,,texan independece and general santa anna,,2021-01-14
2021-01-14,Citizen Cohn,1992,https://boxd.it/1Au1LJ,,,the schemer behind mc carthy,,2021-01-14
2021-01-14,Waltz with Bashir,2008,https://boxd.it/1Au1LT,,,massacre of palestinians by christian fighters in lebanon and the jewish soldiers' guilt therein.,,2021-01-14
2021-01-14,Border,1997,https://boxd.it/1Au1M3,3.5,,"an adaptation from real life events that happened at the Battle of Longewala fought in Rajasthan (Western Theatre) during the Indo-Pakistani War of 1971. An undersupplied army troop of the punjab regiment blocks (in defiance of higher orders) a pAkistAnI tank troop in a night long seige, until rescue at daybreak by IAF Hunters (which can't fly at night). Involves many sardaarjii-s, a BSF rAjaputra guide. moving depiction of newly wed and betrothed soliders being dragged away to war, of soldiers eager and not-so-eager to rush to defence of the motherland despite problems at home. Good poetry in songs. a tad sickular, and too tolerant of Pakistan, but positive depictions of the troop honoring a 7-mAtRka temple.",,2021-01-14
2021-01-14,Tora! Tora! Tora!,1970,https://boxd.it/1Au1Md,,,japanese attack on pearl harbor,,2021-01-14
2021-01-14,Windtalkers,2002,https://boxd.it/1Au1Mn,,,navajo communicators in ww2,,2021-01-14
2021-01-14,Silent Night,2012,https://boxd.it/1Au1Mx,,,german and american soldiers in german lady's hut,,2021-01-14
2021-01-14,Utøya: July 22,2018,https://boxd.it/1Au1MH,,,capture of the enigma machine,,2021-01-14
2021-01-14,Enemy at the Gates,2001,https://boxd.it/1Au1MR,,,sniper face off in stalingrad (vasilyy zytsev),,2021-01-14
2021-01-14,Inglourious Basterds,2009,https://boxd.it/1Au1N1,,,"a unit of nazi scalping American jews and a jewess in hiding burn a theater full of top Nazis in Paris. intelligent people, skillful violence.",,2021-01-14
2021-01-14,Uri: The Surgical Strike,2019,https://boxd.it/1Au1Nb,4,,"Slightly cliche. Has memorable dialogues - ""How's the josh?"" ""jai hind!"".",,2021-01-14
2021-01-14,Iron Eagle,1986,https://boxd.it/1Au1Nl,,,us and ussr airmen surpass sabotage and save the day,,2021-01-14
2021-01-14,An Officer and a Gentleman,1982,https://boxd.it/1Au1Nv,,,navy air force officer training is tough,,2021-01-14
2021-01-14,No Man's Land,2001,https://boxd.it/1Au1NF,,,the futility of war eg the balkans... soldier in no man's land during cease fire gets left on a mine.,,2021-01-14
2021-01-14,Small Soldiers,1998,https://boxd.it/1Au1NP,,,gorgonite toy soldiers beat GI toy soldiers.,,2021-01-14
2021-01-14,Troy,2004,https://boxd.it/1Au1NZ,,,achilles wreaks priam hector,,2021-01-14
2021-01-14,Kagemusha,1980,https://boxd.it/1Au1O9,,,the double of takEda shingen tries to hold together while nobunaga oDa and tokugawa iyesu attack.,,2021-01-14
2021-01-14,Seven Samurai,1954,https://boxd.it/1Au1ON,,,"seven samurai hired - in exchange of rice - array villagers and guard village from bandits whose strength they first reduce in a surprise attack, suffering heavy losses, showing noble character.",,2021-01-14
2021-01-14,Samurai I: Musashi Miyamoto,1954,https://boxd.it/1Au1OX,,,"Films about the MusAshi miyamoTo, especially his single minded focus on being a vidyArthI while consistently rejecting kAma, refusing to give up honor - contrasted with opportunistic people who are not quite as brave, who easily sell their honor away.",,2021-01-14
2021-01-14,Star Trek: First Contact,1996,https://boxd.it/1Au1P7,5,,Piccard vs the Borg 4/4.,,2021-01-14
2021-01-14,Star Trek: Nemesis,2002,https://boxd.it/1Au1Ph,4,,Piccard vs the Reman warlord intent on destroying earth. Sacrifice of Data.,,2021-01-14
2021-01-14,Star Trek,2009,https://boxd.it/1Au1Pr,,,the energy ribbon,,2021-01-14
2021-01-14,Star Trek II: The Wrath of Khan,1982,https://boxd.it/1Au1PB,2.5,,they spoilt the great khAn from TOS space seed into a twisted vengeful Captain Ahab,,2021-01-14
2021-01-14,Star Trek: Insurrection,1998,https://boxd.it/1Au1PV,,,piccard leads insurrection from a planet destroyed for some precious resource.,,2021-01-14
2021-01-14,Independence Day,1996,https://boxd.it/1Au1Q5,,,initially successful aliens downed by a computer virus plus a specially delivered nuke.,,2021-01-14
2021-01-14,Serenity,2005,https://boxd.it/1Au1Qf,5,,"Psychic athletic warrior unstable girl rescued from the alliance leads a outer planets crew to a planet with mass death resulting from alliance control-experiment, whence a video is broadcast despite ruthless opposition by a skilled alliance assassin and impediment by cannibalistic ""revears"" resulting from same experiment. 4/4.",,2021-01-14
2021-01-14,Empire of the Sun,1987,https://boxd.it/1Au1Qp,,,allied pow in jap camp in china,,2021-01-14
2021-01-14,The Pianist,2002,https://boxd.it/1Au1Qz,,,polish jew survives nazis,,2021-01-14
2021-01-14,Planet of the Apes,1968,https://boxd.it/1Au1QJ,3.5,,"a space shuttle lands on a planet where apes enslave 'dumb' humans, desist from technology, are proven wrong when taken to ruined new york",,2021-01-14
2021-01-14,Back to the Planet of the Apes,1980,https://boxd.it/1Au1QT,,,same as the original with a new climactic battle near the downed space shuttle.,,2021-01-14
2021-01-14,Rise of the Planet of the Apes,2011,https://boxd.it/1Au1R3,3,,"genetically modified apes rebel and flee to Muir woods, CA.",,2021-01-14
2021-01-14,Dawn of the Planet of the Apes,2014,https://boxd.it/1Au1Rd,3,,"WIth humanity dwindled due to the simian virus that made apes intelligent(er), SF survivors and the Muir woods ape colony make contact. War and peace are proposed in both camps. Betrayal and coups among the apes are interesting. Fairly predictable and explicit.",,2021-01-14
2021-01-14,War for the Planet of the Apes,2017,https://boxd.it/1Au1Rn,2.5,,"simian virus has mutated and is making humans dumber and loose speech. apes keep getting eliminated, captured and pressed into labor by army remnants. army remnants are destroyed by infighting triggered by different views on how to control the virus in the dumbed humans. caesar and co rescue the apes and lead them to a desert Predictable. There is some interesting ape betrayal and u-turns.",,2021-01-14
2021-01-14,Jurassic Park,1993,https://boxd.it/1Au1Rx,,,the first was especially good.,,2021-01-14
2021-01-14,Terra Nova,1999,https://boxd.it/1Au1RH,,,"lottery winners from polluted overpopulated 2049 colonize jurrasic earth of an alternate timestream cliche, not worth it after 4 episodes",,2021-01-14
2021-01-14,Contagion,2011,https://boxd.it/1Au1RR,2.5,,"A bat-flu virus crosses over to pigs, kills many people leading to great unrest before a vaccine is developed and distributed.",,2021-01-14
2021-01-14,K-PAX,2001,https://boxd.it/1Au1S1,4,,"After claiming he is an extraterrestrial from the planet 'K-PAX', prot is committed to the Psychiatric Institute of Manhattan. Dr. Powell introduces him to a group of astrophysicists, to whom prot displays a level of knowledge that puzzles them. prot also exhibits total control over the other patients at the Institute, each of whom believes unquestioningly that he is indeed from K-PAX. prot, who claims to have journeyed to Earth by means of ""light-travel"", explains that he can take one person with him when he returns. Thereafter, most of the patients at the Institute ask to be taken by K-PAX on his journey back home. Powell decides to subject prot to regression hypnosis, which works well. Using information gained from these sessions, Powell figures out that prot may simply be an alter ego of Robert Porter, a man from New Mexico whose life had been devastated by the murder of his wife and child in 1996.On July 27 as the hospital staff watch, the camera in Porter/prot's room cuts to static at the precise time prot said he would leave Earth. Powell finds Porter lying on the floor in his room, catatonic, prot having apparently left Porter's body for the light travel back to K-PAX. The final scene's voiceover is prot explaining to Powell that the people of K-PAX have discovered that our universe will repeat its events again and again, so the mistakes we make will be repeated forever, and prot encourages Powell to make this time count as it is the only chance we have. With this in mind, Powell reconciles with his estranged son.",,2021-01-14
2021-01-14,Phenomenon,1996,https://boxd.it/1Au1Sb,,,rural american man with supernatural abilities and new naive-semi-genius,,2021-01-14
2021-01-14,Arrival,2016,https://boxd.it/1Au1SP,3,,"A linguist works with the military to communicate with alien octopods after twelve mysterious spacecraft appear around the world. With that octopod language, she begins to see the future, prevent human attack on the aliens etc..",,2021-01-14
2021-01-14,The Tigger Movie,2000,https://boxd.it/1Au1T9,,,"alien makes first contact with a kid who helps him return, defying government powers.",,2021-01-14
2021-01-14,Close Encounters of the Third Kind,1977,https://boxd.it/1Au1Tj,,,aliens make first contact with humanity the film tries to capture the strangeness involved - the music and choice of humans to go with the aliens.,,2021-01-14
2021-01-14,Epoch,2001,https://boxd.it/1Au1Tt,2.5,,"Mysterious alien objects dangles on a point in Bhutan. It has terraformed the earth in the past. Heals people. Responds to Chinese attack by striking back, sparing pilots. Begins terraforming. Americans try to nuke it. Two scientists try to stop the bomb. Alien survives nuke, changes mind, goes home.",,2021-01-14
2021-01-14,Blade Runner,1982,https://boxd.it/1Au1TD,,,androids with short life-span seek longevity in vain through murder and despite attempts at killing them.,,2021-01-14
2021-01-14,"I, Robot",2004,https://boxd.it/1Au1TN,,,sonny et the murder et the detective,,2021-01-14
2021-01-14,Demolition Man,1993,https://boxd.it/1Au1TX,,,"old law-man in the more nonviolent, autocratic new world",,2021-01-14
2021-01-14,Postman,1995,https://boxd.it/1Au1U7,,,poast apocalypse usa rebuilt by intrepid postman,,2021-01-14
2021-01-14,Gattaca,1997,https://boxd.it/1Au1Uh,,,genetic engineering and biased society,,2021-01-14
2021-01-14,Sphere,1998,https://boxd.it/1Au1Ur,,,the perfect sphere from future black hole fulfils all wishes including making itself go away.,,2021-01-14
2021-01-14,Supernova,2000,https://boxd.it/1Au1UL,,,"alien infinite matter creating bomb gets discovered, changing a few humans, survivors escape resultant supernova.",,2021-01-14
2021-01-14,Solaris,2002,https://boxd.it/1Au1UV,,,planet which studies spacecraft,,2021-01-14
2021-01-14,Mission to Mars,2000,https://boxd.it/1Au1V5,,,travel from the martian face to the home of the progenitor race,,2021-01-14
2021-01-14,Doppelgänger,1969,https://boxd.it/1Au1Vf,2.5,,"An exact copy of the earth on the opposite side of the sun curious, futurustic, pioneering, but mediocre from today's perspective.",,2021-01-14
2021-01-14,Children of Men,2006,https://boxd.it/1Au1Vp,2.5,,"Everyone is infertile for many years, suddenly there is a pregnant woman - who must be transported to safety, despite a tyrannical anti-immigrant british government to a rebel scientific coalition.",,2021-01-14
2021-01-14,Dungeons & Dragons,2000,https://boxd.it/1Au1Vz,,,elves too,,2021-01-14
2021-01-14,The Hobbit: An Unexpected Journey,2012,https://boxd.it/1Au1VJ,1.5,,"Predictable, childish.",,2021-01-14
2021-01-14,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/1Au1VT,3.5,,Nice depiction,,2021-01-14
2021-01-14,Game of Thrones - Conquest & Rebellion: An Animated History of the Seven Kingdoms,2017,https://boxd.it/1Au1Wx,5,,"4/4. video adaptations of George RR Martin's great Songs of Ice and Fire, faithful to the book, good character development.",,2021-01-14
2021-01-14,Mohalla Assi,2018,https://boxd.it/1Au1WH,5,,"मोहल्ला अस्सि नामकं चलच्चित्रं दृष्टम्। अन्तरङ्गे क्षोभ उद्भवत्य् अस्माकं स्थितिं चिन्तयित्वा। क्षात्रे धर्मभ्रंशः (म्लेच्छशासनम्,भूहरणम्, आङ्ग्लपूरणम्, मूर्खप्रजाप्रभुत्वम्, अतिशयारक्षणम्, सद्ब्राह्मणासमर्थनम्) → दारिद्र्यम् (विशिष्य भारतीयसंस्कृतेर् अध्येतृषु), लोभोऽपि कश्चित् → विक्रयणम् → आत्मविस्मृतिर् व्यापिनी → जुगुप्सा क्वचित् → कामेनार्थेन च साकम् भारतीय-सत्त्वस्य रक्षणम् तैः। ""Based on Dr. Kashinath Singh's Hindi novel 'Kashi Ka Assi', a religious satire based on the commercialization of the pilgrimage city, and fake gurus who lure the visitors and tourists."" मुख्यपात्राणि - कश्चित् पाण्डेयविद्वान् साम्प्रदायिकः तत्पत्नी च, तत्प्रलुब्ध-परिवेषि-ब्रह्मबन्धवः, कश्चिद् भ्रष्टब्राह्मणो हिन्दिसाहित्यविद्वान् यो विदेशिप्रेक्षकान् नयति, कश्चिन् नापितश् चतुरः कामुकश्च यस् स्वबुद्धिप्रभावेन श्वेतस्त्रीं परिणीय योगगुरुर् जायते, कामातुरा श्वेतजनाः येषु केचनाध्यात्मजिज्ञासवोऽपि। मुख्यस्थानानि - गङ्गातीरे पुरोहितानाम् उपवेशनस्थानम्, चायविपणी यत्र नानाचर्चाः प्रवर्तन्ते, संस्कृतपाठशाला, श्वेतत्वग्भ्यो दत्तानि प्रकोष्ठानि। ""Prior to its release Mohalla Assi leaked online on 11 August 2015. The film has been banned by the CBFC on 8th April 2016."" मार्मिकरीत्या कथा कथिता।",,2021-01-14
2021-01-14,Life of Pi,2012,https://boxd.it/1Au1WR,5,,"The nature of myth, really. Story 1: A shipwreck leaves a Indian (hindu/ all religions are ok) boy (son of a rationalist father and veg spiritual mother), a tiger, a zebra with a broken leg, an orangutan, hyena on a life-boat. Hyena kills zebra for food, tries to kill the boy, later the Orangutan (distressing the boy). Tiger kills the hyena, eats leftovers of everything. Boy escapes and survives in self-made raft tied to boat, lives on rations, becomes non-veg, catches fish feeds tiger, rescues tiger from the sea when it jumps in sea to get to him. Tames tiger _eventually_. Sees beauty (bioluminiscence, clear water and skies, flying fish), fierce power and awe of strum and dang. Gets respite on a mangrove which turns deadly at night, reaches mexico. Story 2: hyena: cruel but practical cook (makes raft to catch fish etc..). zebra with broken leg: sailor killed for bait. orangutan = boy's mother - accidentally killed by cook when arguing with hyena to leave boy alone. boy kills cook in rage (cook doesn't resist) - saddened to have been turned to a beast, but uses his carcass for bait. (deadly but respiteful island - represents some psychological state?) Stupendous climax despite hard-to-stand (for those like me) start. Rich in visual beauty. Reaffirms the role of religous myth in understanding nature, human nature and hope (after abstracting away gory bloody lesser facts by allegory). The hero, that crafted such a deep, imaginatively rich allegory, HAD to be a hindu. Few other (extant, major) cultures can easily produce an equivalent.",,2021-01-14
2021-01-14,The Legend of Bagger Vance,2000,https://boxd.it/1Au1X1,5,,"Modern retelling of the gItA Bagger vance (bhagavAn) causes R junah (arjuna) to regain excellence in golf after being broken by war experience and other failures - knowing the field, how to stop thinking without sleeping, just play - forget winning, give it all you got",,2021-01-14
2021-01-14,East Side Sushi,2014,https://boxd.it/1Au1Xb,5,,"Victory over odds! Repeatedly builds and releases tension, shows friendship and adversity.",,2021-01-14
2021-01-14,Philadelphia,1993,https://boxd.it/1Au1Xl,,,lawyer with aids fights against unfair dismissal,,2021-01-14
2021-01-14,Under Suspicion,2000,https://boxd.it/1Au1Xv,,,rich old man married to young beauty in an island breaks down and falsely confesses killing prostitutes,,2021-01-14
2021-01-14,The Untouchables,1987,https://boxd.it/1Au1XF,,,prohibition era anti capone cops.,,2021-01-14
