Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
25557080,Programming with Java,E. Balagurusamy,"Balagurusamy, E.",,"=""9351343200""","=""""",0,4.07,McGraw Hill Education (India) Private Limited,Paperback,480,2014,2014,,2019/12/19,math,math (#11),read,,,,0,,,0,,,,,
7816178,Understanding Chemistry,C.N.R. Rao,"Rao, C.N.R.",,"=""9812836039""","=""9789812836038""",4,4.52,World Scientific Publishing Company,Paperback,300,2009,2009,,2019/12/19,science,science (#16),read,,,,1,,,0,,,,,
409586,The Third Culture: Beyond the Scientific Revolution,John Brockman,"Brockman, John",,"=""0684823446""","=""9780684823447""",4,3.77,Touchstone,Paperback,416,1996,1995,,2019/12/19,science,science (#15),read,(Read all except part 3),,,1,,,0,,,,,
4810240,"Physics, Part I & II",Robert Resnick,"Resnick, Robert",David Halliday,"=""0471345245""","=""9780471345244""",5,4.22,John Wiley & Sons,Hardcover,1214,1966,1966,,2019/12/19,science,science (#14),read,,,,1,,,0,,,,,
1796756,"Fundamentals of Physics, Part 3",David Halliday,"Halliday, David","Jearl Walker, Robert Resnick","=""0470044772""","=""9780470044773""",4,3.79,John Wiley & Sons,Paperback,384,2007,,,2019/12/19,science,science (#12),read,Read the first 28.6 chapters. Something ot be devoured,,,2,,,0,,,,,
585361,Fundamentals of Physics: Part 2,David Halliday,"Halliday, David","Jearl Walker, Robert Resnick","=""0470044764""","=""9780470044766""",5,4.08,John Wiley & Sons,Paperback,560,2006,1994,,2019/12/19,science,science (#11),read,,,,1,,,0,,,,,
202489,"Fundamentals of Physics, Part 1 (Chapters 1-11)",David Halliday,"Halliday, David","Jearl Walker, Robert Resnick","=""0471429619""","=""9780471429616""",4,3.89,Wiley,Paperback,352,2003,1993,,2019/12/19,science,science (#10),read,,,,1,,,0,,,,,
6139392,The Sage and the Housewife,Shanta Kelker,"Kelker, Shanta",U.G. Krishnamurti,"=""""","=""""",5,4.20,,Kindle Edition,,,2005,,2019/12/19,atma-tattvam,atma-tattvam (#29),read,,,,1,,,0,,,,,
1303049,The Human Animal: A Personal View of the Human Species,Desmond Morris,"Morris, Desmond",,"=""0517700905""","=""9780517700907""",3,3.87,Crown,Hardcover,224,1994,1994,,2019/12/19,nayah,nayah (#4),read,,,,1,,,0,,,,,
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",4,4.37,Random House,Mass Market Paperback,384,2002,1980,,2019/12/19,science,science (#9),read,,,,1,,,0,,,,,
9822893,Bhagavadgītā,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Anne-Marie Esnoul, Bianca Candian, Mario Piantelli","=""8845908518""","=""9788845908514""",4,4.13,Adelphi,Paperback,196,1994,-400,,2019/12/19,atma-tattvam,atma-tattvam (#28),read,,,,1,,,0,,,,,
325115,The Heart Sutra,Red Pine,"Pine, Red",,"=""1593760825""","=""9781593760823""",4,4.35,Counterpoint LLC,Paperback,201,2005,2001,,2019/12/19,atma-tattvam,atma-tattvam (#27),read,,,,1,,,0,,,,,
261463,The Platform Sutra of the Sixth Patriarch,Hui-Neng,"Hui-Neng, Hui-Neng","Philip B. Yampolsky, Fa-hai","=""0231083610""","=""9780231083614""",4,4.31,Columbia University Press,Paperback,212,1978,780,,2019/12/19,atma-tattvam,atma-tattvam (#26),read,,,,1,,,0,,,,,
45326230,The Gospel Of Buddha,Paul Caurs,"Caurs, Paul",,"=""1010225006""","=""9781010225003""",4,4.00,Wentworth Press,Hardcover,288,2019,,,2019/12/19,atma-tattvam,atma-tattvam (#25),read,,,,1,,,0,,,,,
12099935,"Buddha, the Word",Nyanatiloka,"Nyanatiloka, Nyanatiloka",,"=""1932681108""","=""9781932681109""",4,4.30,Nuvision Publications,ebook,69,2003,2003,,2019/12/19,atma-tattvam,atma-tattvam (#24),read,,,,1,,,0,,,,,
22839542,"Getting Off, A Portrait of an American Buddhist Monk",Samanera Bodhesako,"Bodhesako, Samanera",,"=""9460900054""","=""9789460900051""",4,4.00, Path Press Publications,Paperback,288,2012,2012,,2019/12/19,atma-tattvam,atma-tattvam (#23),read,,,,1,,,0,,,,,
7113943,The Autobiography of a Forest Monk,Ajahn Tate,"Tate, Ajahn",,"=""9748361705""","=""9789748361703""",4,3.79,Wat Hing Mark Peng,Paperback,314,1993,1993,,2019/12/19,atma-tattvam,atma-tattvam (#22),read,,,,1,,,0,,,,,
49540825,mystique of the abhidhamma,Bhante Sujato,"Sujato, Bhante",,"=""""","=""""",0,1.00,,,,,,,2019/12/19,atma-tattvam,atma-tattvam (#21),read,,,,0,,,0,,,,,
3171508,A History of Mindfulness,Bhikkhu Sujato,"Sujato, Bhikkhu",,"=""""","=""""",4,3.92,,,351,2005,2005,,2019/12/19,atma-tattvam,atma-tattvam (#20),read,,,,0,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun","Thomas Cleary, Pulat Otkan","=""1590302257""","=""9781590302255""",4,3.97,Shambhala,Paperback,273,2005,-500,,2019/12/19,nayah,nayah (#3),read,,,,1,,,0,,,,,
64410,Galileo,Bertolt Brecht,"Brecht, Bertolt","Eric Bentley, Charles Laughton","=""0802130593""","=""9780802130594""",4,3.74,Grove Press,Paperback,155,1994,1943,,2019/12/19,"personalities, history","personalities (#9), history (#10)",read,,,,1,,,0,,,,,
154128,Glimpses of World History,Jawaharlal Nehru,"Nehru, Jawaharlal",,"=""0143031058""","=""9780143031055""",4,4.29,Penguin India,Paperback,1193,2004,1934,,2019/12/19,history,history (#9),read,,,,1,,,0,,,,,
1071995,Europe 101: History and Art for the Traveler,Rick Steves,"Steves, Rick",Gene Openshaw,"=""1562612468""","=""9781562612467""",0,4.31,John Muir Publication,Paperback,333,1996,1984,,2019/06/20,"currently-reading, history","currently-reading (#1), history (#8)",currently-reading,,,,1,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",5,4.13,Vintage International,Paperback,467,2006,2002,,2019/06/01,personalities,personalities (#8),read,"One of the best books I've read thus far. Never boring. Mostly not venturing to say that which need not be said. I wouldn't have thought that the seemingly quiet and introverted Japanese could be so expressive in speech. It was like travelling to an alien land and gaining a wildly different perspective.<br/><br/>The personalities there are fascinating-<br/>- of course, Kafka Tamura himself, his curse, his tortured yet collected mental state; the boy named crow.<br/>- the boring irresponsible Hashino who becomes more emotionally responsible and an aesthete after meeting the intuitive Mr Nakata; his impressions about the police and his past girls<br/>- The odd Oshima, his brother, Sakura, Miss Saeki who help the runaway Kafka Tamura despite dubious circumstances - folks who go by feeling as much as by thought<br/>- The bold Oshima, with her broken yet functional body, who cares deeply for those she deems deserving while casually not caring for the rest<br/>- The strangers who help Mr Nakata on his way, the gangsters who antagonize him<br/>- the perfect couple Miss Saeki and Mr Omura<br/>- the regretless cat-soul harvester who follows his rules, cannot stop himself, is sick of doing what he does.<br/>- the coffee shop owner who explains those two classical music pieces to his patron<br/>- the kind and perceptive school teacher whose surreal dream, unwitting violence and lies form the background of Mr Nakata<br/>- even Mr Nakata's uncaring siblings, his employer, the cousin that squandered his money, the governer and his subsidy. <br/><br/>The way these personalities are realized - with their quirks - is also wonderful:<br/>- Nakata's strange way of speaking - avoiding the first person, sleeping for days on end, infinite patience, ability to wait days on end, careful grooming, frequent self-deprecation and politeness.<br/>- Hoshino's fondness for polo shirts, dragons fan hat<br/>- Kafka's gym and non-gym exercise routines<br/><br/>Then there are those wonderful concepts:<br/>- frequently experiencing the world as if one were reading metaphors into them - for example memory in a well maintained library, the labyrinth of one's mind in a confusing forest, a sister in a sisterly friend.<br/><br/>The situations themselves -<br/>- planning behind running away, identifying a run-away and school-refuser<br/>- the vivid dreams<br/>- the living spirit <br/>- the crooked curse which runs its course torturing Kafka along the way<br/>- the final peace and closure that they all experience - Kafka, Miss Saeki, Hashino, Nagata<br/>- the entrence stone, the concept clothed as Col Sanders<br/>- life in the other world<br/>- the concerns of cats<br/>- the jumbling of proper event order due to magical imbalance<br/>- the lost love, reincarnation, abandonment, its cause and final healing<br/>- the many notes on philosophy, the personalities of composers, the special notes in musical pieces and their performance.<br/>- the micro-level dharma - being grateful, living without regrets, making amends, helping others, thoroughly and routinely cleaning up cabins and rooms while vacating.",,,1,,,0,,,,,
17832884,Kaaleju ranga,B.G.L. Swamy,"Swamy, B.G.L.",,"=""""","=""""",0,4.48,,Paperback,,,,,2019/04/27,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
19393924,ಹಂಸಗೀತೆ | Hamsageethe,ತ.ರಾ. ಸುಬ್ಬರಾಯ,"ಸುಬ್ಬರಾಯ, ತ.ರಾ.",,"=""""","=""""",0,4.51,Hemantha Sahitya,Paperback,,2007,2007,,2019/04/27,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
18585092,ದುರ್ಗಾಸ್ತಮಾನ | Durgastamana,ತ.ರಾ. ಸುಬ್ಬರಾಯ,"ಸುಬ್ಬರಾಯ, ತ.ರಾ.",T.R. Subba Rao,"=""""","=""""",0,4.45,ಹೇಮಂತ ಸಾಹಿತ್ಯ ಪ್ರಕಾಶನ,Hardcover,670,,1983,,2019/04/27,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
122449,Asterix and the Great Divide (Asterix #25),Albert Uderzo,"Uderzo, Albert",,"=""0752847732""","=""9780752847733""",4,3.98,Asterix,Paperback,48,2001,1980,,2019/04/06,"comic, adventure","comic (#34), adventure (#35)",read,,,,1,,,0,,,,,
71301,"Obelix and Co. (Asterix, #23)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866524""","=""9780752866529""",3,4.13,Asterix,Paperback,48,2005,1976,,2019/04/06,"comic, adventure","comic (#33), adventure (#34)",read,,,,1,,,0,,,,,
71297,"Asterix in Corsica (Asterix, #20)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866443""","=""9780752866444""",4,4.14,Asterix,Paperback,48,2004,1973,,2019/04/06,"comic, adventure","comic (#32), adventure (#33)",read,,,,1,,,0,,,,,
122440,"Asterix in Spain (Asterix, #14)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866311""","=""9780752866314""",4,4.09,Asterix,Paperback,48,2004,1969,,2019/04/06,"comic, adventure","comic (#31), adventure (#32)",read,,,,1,,,0,,,,,
122437,"Asterix and the Cauldron (Asterix, #13)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286629X""","=""9780752866291""",4,4.11,Asterix,Paperback,48,2004,1968,,2019/04/06,"comic, adventure","comic (#30), adventure (#31)",read,,,,1,,,0,,,,,
122420,"Asterix and the Normans (Asterix, #9)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866230""","=""9780752866239""",5,4.14,Asterix,Paperback,48,2004,1966,,2019/04/06,"comic, adventure","comic (#29), adventure (#30)",read,,,,1,,,0,,,,,
122401,"Asterix the Gladiator (Asterix, #4)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866117""","=""9780752866116""",4,4.20,Asterix,Paperback,48,2004,1962,,2019/04/06,"comic, adventure","comic (#28), adventure (#29)",read,,,,1,,,0,,,,,
122408,"Asterix and the Goths (Asterix, #3)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286615X""","=""9780752866154""",4,4.15,Asterix,Paperback,48,2004,1961,,2019/04/06,"comic, adventure","comic (#27), adventure (#28)",read,,,,1,,,0,,,,,
165555,"The Crab with the Golden Claws (Tintin, #9)",Hergé,"Hergé, Hergé",,"=""1405206209""","=""9781405206204""",4,4.08,Egmont UK Ltd,Paperback,64,2002,1941,,2019/04/06,comic,comic (#26),read,,,,1,,,0,,,,,
146160,"Tintin and the Picaros (Tintin, #23)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""0416851703""","=""9780416851700""",4,4.02,Methuen Publishing,Paperback,64,1993,1976,,2019/04/06,"comic, adventure","comic (#25), adventure (#27)",read,,,,1,,,0,,,,,
790192,"Tintin in America (Tintin, #3 )",Hergé,"Hergé, Hergé",,"=""0316358525""","=""9780316358521""",4,3.75,"Little, Brown and Co.",Paperback,62,1979,1932,,2019/04/06,"comic, adventure","comic (#24), adventure (#26)",read,,,,1,,,0,,,,,
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",3,4.01,Broadway Books,Kindle Edition,352,2005,2004,2019/03/30,2019/03/23,"history, personalities","history (#7), personalities (#7)",read,"The author clearly admires Chinggiz khAn and presents excellent reasons to do so - starting from Chinggiz lowly start at the outskirts of a fragmented Mongol tribal society, he is shown to rise to a stunning level by means of his strategic, political, legal, tactical and technological innovations. That's the good part. He does this while not getting tripped up over the low care on civilian lives on the part of the Mongols.<br/><br/>He also brings out the poignancy of the fall of this great empire and its ruling clan - कालय तस्मै नमः।.<br/><br/>The bad part is that he goes way overboard in attributing every great innovation (postal system, meritocracy, secularism, postal system, efficient global commerce) to the Mongol empire. Further, his monotheist (and pro-secularist) bias (culminating in misrepresentation) is shockingly clear to any polytheist at places (that mongols adored one great blue sky god). In one place, his mongolophilia turns into Islamophilia (pertaining to the mughal rule in India), which is quite irritating for Hindus (this is one of other such points). So, perhaps naturally given his background, he doesn't quite carefully distinguish the mongol system and its fair-mindedness from Abrahamist memetic diseases to which it ultimately succumbed. <br/>Also, the choice of the cover picture is atrocious.<br/><br/>Yet to check out his music recommendations - Altai Hangai, Black Horse, Black Rose, Khonkh, Tenger Ayalguu, Tumen Ekh, N Jantasannorov, Purevkhuu + Ariunaa.",,,1,,,0,,,,,
23462846,Vedic Voices: Intimate Narratives of a Living Andhra Tradition,David M. Knipe,"Knipe, David M.",,"=""0199397686""","=""9780199397686""",4,3.91,"Oxford University Press, USA",Hardcover,368,2015,2015,,2019/02/26,"personalities, society-and-morals","personalities (#6), society-and-morals (#20)",read,,,,1,,,0,,,,,
17377791,"The Land That Time Forgot (Caspak, #1)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",,"=""""","=""""",4,3.79,Public Domain Books,Kindle Edition,148,2012,1918,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#91),read,,,,1,,,0,,,,,
66473,Toxin,Robin Cook,"Cook, Robin",,"=""0425166619""","=""9780425166611""",4,3.80,G.P. Putnam's Sons,Paperback,432,1999,1998,,2018/02/27,"science-fiction-and-fantasy, detective","science-fiction-and-fantasy (#83), detective (#8)",read,,,,1,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",5,4.18,Bantam Books,Paperback,212,1998,1988,,2018/08/16,science,science (#8),read,,,,1,,,0,,,,,
2358405,Brain Teasers,Ravi Narula,"Narula, Ravi",,"=""8172240317""","=""9788172240318""",5,3.43,Jaico Publishing House,Paperback,228,1976,1976,,2018/07/12,,,read,,,,1,,,0,,,,,
3359587,Your First Move: Chess for Beginners,Alexey Sokolsky,"Sokolsky, Alexey",,"=""0828521603""","=""9780828521604""",4,4.32,Imported Pubn,Hardcover,296,1982,1982,,2018/07/12,"math, nayah","math (#9), nayah (#2)",read,,,,1,,,0,,,,,
425209,Randomized Algorithms,Rajeev Motwani,"Motwani, Rajeev",Prabhakar Raghavan,"=""0521474655""","=""9780521474658""",0,4.07,Cambridge University Press,Hardcover,496,1995,1995,,2018/06/25,math,math (#7),read,,,,0,,,0,,,,,
27543,Artificial Intelligence: A Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,"=""0137903952""","=""9780137903955""",4,4.18,Prentice Hall,Hardcover,1132,2002,1994,,2018/06/25,science,science (#6),read,,,,1,,,0,,,,,
950251,Calculus and Analytic Geometry ,George B. Thomas Jr.,"Jr., George B. Thomas",Ross L. Finney,"=""0201531747""","=""9780201531749""",5,4.13,Addison Wesley Publishing Company,Hardcover,,1995,1920,,2018/02/27,math,math (#6),read,,,,1,,,0,,,,,
4991297,Plane trigonometry,Sidney Luxton Loney,"Loney, Sidney Luxton",,"=""1418185094""","=""9781418185091""",5,4.62,University of Michigan Library,Paperback,536,2006,1899,,2018/02/27,math,math (#5),read,,,,1,,,0,,,,,
26087097,Plane Trigonometry - Part - 1,Sidney Luxton Loney,"Loney, Sidney Luxton",,"=""9352030540""","=""""",5,4.26,Arihant,Paperback,270,2015,2015,,2018/06/25,math,math (#4),read,,,,1,,,0,,,,,
241344,Sears and Zemansky's University Physics,Hugh D. Young,"Young, Hugh D.",,"=""0201603225""","=""9780201603224""",4,4.08,Addison Wesley Publishing Company,Hardcover,1274,1999,1960,,2018/02/27,science,science (#5),read,,,,1,,,0,,,,,
148030,Convex Optimization,Stephen Boyd,"Boyd, Stephen",Lieven Vandenberghe,"=""0521833787""","=""9780521833783""",3,4.48,Cambridge University Press,Hardcover,727,2004,2004,,2018/06/25,math,math (#2),read,,,,1,,,0,,,,,
1372376,Numerical Linear Algebra,Lloyd N. Trefethen,"Trefethen, Lloyd N.",David Bau III,"=""0898713617""","=""9780898713619""",3,4.24,Society for Industrial and Applied Mathematics (SIAM),Paperback,184,1997,1997,,2018/06/25,math,math (#1),read,,,,1,,,0,,,,,
27843037,Indeh: A Story of the Apache Wars,Ethan Hawke,"Hawke, Ethan",Greg Ruth,"=""1401310990""","=""9781401310998""",3,3.66,Grand Central Publishing,Hardcover,232,2016,2016,,2018/06/21,"history, comic","history (#6), comic (#23)",read,,,,1,,,0,,,,,
55676,India: A Million Mutinies Now,V.S. Naipaul,"Naipaul, V.S.",,"=""0140156801""","=""9780140156805""",0,3.92,Penguin Books,Paperback,480,1992,1990,,2018/02/27,"society-and-morals, to-read","society-and-morals (#16), to-read (#9)",to-read,,,,1,,,0,,,,,
460669,Getting What You Came For: The Smart Student's Guide to Earning a Master's or Ph.D.,Robert L. Peters,"Peters, Robert L.",,"=""0374524777""","=""9780374524777""",3,3.85,"Farrar, Straus and Giroux",Paperback,399,1997,1992,,2018/06/13,"society-and-morals, nayah","society-and-morals (#18), nayah (#1)",read,I read this when I was about to go to grad school. I hoped that it would help me thrive in the PhD program - I failed anyway - but this helped me get some confidence at the time.,,,1,,,0,,,,,
17210470,"Boxers (Boxers & Saints, #1)",Gene Luen Yang,"Yang, Gene Luen",,"=""1596433590""","=""9781596433595""",4,3.88,First Second,Paperback,328,2013,2013,,2018/05/19,"comic, history","comic (#22), history (#5)",read,"Ah! The chinese then wore braids and shaved forehead like we do! So - the primary and secondary devils (zombie cult missionaries and converts) behaved thus in their mental disease! Ah - the Chinese deities thus inspired their devotees! What art, what fists, what resolve! That this spirit survived the failure of the boxing rebellion (with major injuries) gladdens the heart.",,,1,,,0,,,,,
17671223,Mahakshatriya,Devudu Narasimhashastri,"Narasimhashastri, Devudu",,"=""""","=""""",5,4.31,,,,,,2018/05/19,2018/05/19,"mythology-प-र-ण-न, atma-tattvam","mythology-प-र-ण-न (#6), atma-tattvam (#19)",read,उत्तमम् उपब्रह्मणम् पुराणस्य। धीरोदात्तस्य नहुषस्य पठित्वा गाथामिमां न कः स्याद् धर्मम् प्रत्याकृष्टः?!,,,1,,,0,,,,,
165526,"The Red Sea Sharks (Tintin, #19)",Hergé,"Hergé, Hergé",,"=""1405206306""","=""9781405206303""",3,3.99,Egmont,Paperback,64,2012,1958,,2018/04/19,"adventure, comic","adventure (#25), comic (#21)",read,,,,1,,,0,,,,,
146108,"King Ottokar's Sceptre (Tintin, #8)",Hergé,"Hergé, Hergé","Michael      Turner, Leslie Lonsdale-Cooper","=""0416605109""","=""9780416605105""",4,4.02,Mammoth,Hardcover,62,1997,1939,,2018/04/19,"adventure, comic","adventure (#24), comic (#20)",read,,,,1,,,0,,,,,
146109,"Red Rackham's Treasure (Tintin, #12)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""1405206233""","=""9781405206235""",4,4.27,Egmont,Paperback,64,2012,1943,,2018/04/19,"adventure, comic","adventure (#23), comic (#19)",read,,,,1,,,0,,,,,
146107,The Shooting Star (Tintin #10),Hergé,"Hergé, Hergé",,"=""1405206217""","=""9781405206211""",3,3.91,Egmont UK Limited,Paperback,62,2002,1942,,2018/04/19,"adventure, comic","adventure (#22), comic (#18)",read,,,,1,,,0,,,,,
179172,"Destination Moon (Tintin, #16)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""0316358452""","=""9780316358453""",4,4.19,"Little, Brown and Co.",Paperback,62,1976,1950,,2018/04/19,"adventure, comic","adventure (#21), comic (#17)",read,,,,1,,,0,,,,,
96428,"Prisoners of the Sun (Tintin, #14)",Hergé,"Hergé, Hergé",,"=""140520625X""","=""9781405206259""",4,4.23,Egmont,Paperback,62,2002,1946,,2018/04/19,"adventure, comic","adventure (#20), comic (#16)",read,,,,1,,,0,,,,,
6443100,"The Calculus Affair (Tintin, #18)",Hergé,"Hergé, Hergé","Leslie Lonsdale-Cooper, Michael      Turner","=""0316358479""","=""9780316358477""",4,4.14,"Little, Brown and Co.",Paperback,62,1976,1953,,2018/04/19,"adventure, comic","adventure (#19), comic (#15)",read,,,,1,,,0,,,,,
146122,Cigars of the Pharaoh (Tintin #4),Hergé,"Hergé, Hergé",,"=""""","=""""",5,4.06,,ebook,63,,1934,,2018/04/19,"adventure, comic","adventure (#18), comic (#14)",read,,,,1,,,0,,,,,
2895675,Asterix Conquers America,Albert Uderzo,"Uderzo, Albert",,"=""075286839X""","=""9780752868394""",4,4.04,Orion,,48,2005,1995,,2018/04/19,"comic, adventure","comic (#13), adventure (#17)",read,,,,1,,,0,,,,,
122448,Asterix and the Magic Carpet (Asterix #28),Albert Uderzo,"Uderzo, Albert",,"=""0752847767""","=""9780752847764""",3,3.93,Asterix,Paperback,48,2002,1987,,2018/04/19,"adventure, comic","adventure (#16), comic (#12)",read,,,,1,,,0,,,,,
122413,"Asterix and the Laurel Wreath (Asterix, #18)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866370""","=""9780752866376""",3,4.13,Asterix,Paperback,48,2004,1971,,2018/04/19,"adventure, comic","adventure (#15), comic (#11)",read,,,,1,,,0,,,,,
122403,"Asterix and the Chieftain's Shield (Asterix, #11)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866249""","=""9780752866246""",4,4.16,Asterix,Hardcover,48,2004,1967,,2018/04/19,"comic, adventure","comic (#10), adventure (#14)",read,,,,1,,,0,,,,,
122439,"Asterix and the Golden Sickle (Asterix, #2)",René Goscinny,"Goscinny, René","Albert Uderzo, Anthea Bell, Derek Hockridge","=""0752866133""","=""9780752866130""",4,4.14,Asterix,Paperback,46,2004,1960,,2018/04/19,"adventure, comic","adventure (#13), comic (#9)",read,,,,1,,,0,,,,,
122405,Asterix and Caesar's Gift (Astérix #21),René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286646X""","=""9780752866468""",3,4.12,Asterix,Paperback,48,2004,1974,,2018/04/19,"comic, adventure","comic (#8), adventure (#12)",read,,,,1,,,0,,,,,
122404,"Asterix and the Big Fight (Asterix, #7)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866168""","=""9780752866161""",3,4.16,Asterix,Hardcover,48,2004,1966,,2018/04/19,"comic, adventure","comic (#7), adventure (#11)",read,,,,1,,,0,,,,,
122447,Asterix and Son (Asterix #27),Albert Uderzo,"Uderzo, Albert",,"=""0752847759""","=""9780752847757""",3,3.80,Asterix,Paperback,48,2001,1983,,2018/04/19,"adventure, comic","adventure (#10), comic (#6)",read,,,,1,,,0,,,,,
122421,"Asterix and the Banquet (Astérix, #5)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866095""","=""9780752866093""",4,4.16,Asterix,Paperback,48,2004,1963,,2018/04/19,"comic, adventure","comic (#5), adventure (#9)",read,,,,1,,,0,,,,,
71300,"Asterix and the Soothsayer (Asterix, #19)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866427""","=""9780752866420""",4,4.12,Asterix,Paperback,48,2004,1972,,2018/04/19,"adventure, comic","adventure (#8), comic (#4)",read,,,,1,,,0,,,,,
122410,"Asterix and Cleopatra (Asterix, #6)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866079""","=""9780752866079""",4,4.31,Asterix,Paperback,48,2004,1965,,2018/04/19,"comic, adventure","comic (#3), adventure (#7)",read,,,,1,,,0,,,,,
71299,"Asterix in Britain (Asterix, #8)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866192""","=""9780752866192""",4,4.28,Asterix,Paperback,48,2004,1965,,2018/04/19,"comic, adventure","comic (#2), adventure (#6)",read,,,,1,,,0,,,,,
122438,"Asterix in Switzerland (Asterix, #16)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866354""","=""9780752866352""",5,4.23,Asterix,Paperback,48,2004,1970,,2018/04/19,"comic, adventure","comic (#1), adventure (#5)",read,,,,1,,,0,,,,,
39789013,The Vetala,Phillip Ernest,"Ernest, Phillip",,"=""""","=""9781988130675""",4,4.20,Linda Leith Publishing,ebook,255,2018,,,2018/04/09,"mythology-प-र-ण-न, science-fiction-and-fantasy","mythology-प-र-ण-न (#5), science-fiction-and-fantasy (#145)",read,"A good plot at the high level. There are some loose ends and it gets rather incredible for some time in the middle - but overall the story is quite gripping. Phillip uses his facility with basic Sanskrit versification to good effect in developing the story - the sanskrit is impeccable. The story captures the feeling of expatriate Indological experiences (centered around Pune) and attitudes quite well. Rare excerpts might irritate or amuse native Indian readers, but that's excusable given the identity of the author and the main characters. Overall any hindu sanskrit speaker will enjoy it.",,,1,,,0,,,,,
7184,Twenty Years After (The D'Artagnan Romances #2),Alexandre Dumas,"Dumas, Alexandre","David Coward, Auguste Maquet","=""0192838431""","=""9780192838438""",4,4.05,Oxford University Press,Paperback,788,1993,1845,,2018/03/10,,,read,,,,1,,,0,,,,,
2898332,Robin Hood (Grandes Aventuras),Walter Scott,"Scott, Walter",,"=""9706079246""","=""9789706079244""",3,3.89,Larousse Kingfisher Chambers,Paperback,248,,1987,,2018/03/10,,,read,,,,1,,,0,,,,,
296264,The Black Arrow,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""0543896609""","=""9780543896605""",3,3.81,Adamant Media Corporation,Paperback,242,2001,1883,,2018/03/10,"history, adventure","history (#4), adventure (#4)",read,,,,1,,,0,,,,,
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis","David W. Whitehead, Richard S. Hartmetz","=""0753453800""","=""9780753453803""",4,3.83,Kingfisher,Hardcover,311,2001,1879,,2018/03/10,adventure,adventure (#3),read,,,,1,,,0,,,,,
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Mervyn Peake, Théo Varlet, Patrick Horgan, Dan Chaon","=""0451528956""","=""9780451528957""",0,3.82,Signet Classics,Paperback,144,2003,1886,,2018/03/10,adventure,adventure (#2),read,,,,0,,,0,,,,,
24886234,The Internet to the Inner-Net: Five Ways to Reset Your Connection and Live a Conscious Life,Gopi Kallayil,"Kallayil, Gopi",,"=""1401944507""","=""9781401944506""",5,3.96,"Hay House, Inc.",Hardcover,264,2015,2015,,2018/03/06,"atma-tattvam, personalities","atma-tattvam (#18), personalities (#5)",read,"Gopi Kallayil the person, and his adventures and anecdotes are fascinating (more so as an Indian with a similar background).  It's a page-turner - your dopamine system will keep you going, and you can collect a few worthy quotes and anecdotes. <br/><br/>His advice might be useful for some people, but fortunately it was mostly what I've long internalized. At a personal level, they're good. At a social level, his comments are meh (Thankfully that part is small).",,,1,,,0,,,,,
