Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",5,4.27,W. W. Norton  Company,Paperback,400,2018,1985,,2018/02/27,personalities,personalities (#1),read,,,,1,,,0,,,,,
947964,Invasion,Robin Cook,"Cook, Robin",,"=""0425155404""","=""9780425155400""",4,3.61,Berkley Books,Paperback,338,1997,1997,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#144),read,,,,1,,,0,,,,,
1567402,"Sos the Rope (Battle Circle, #1)",Piers Anthony,"Anthony, Piers",,"=""0511018900""","=""""",0,3.82,Pyramid Books X-1890,Paperback,157,1968,1968,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#143),read,,,,0,,,0,,,,,
1013785,Cradle,Arthur C. Clarke,"Clarke, Arthur C.",Gentry Lee,"=""0446356018""","=""9780446356015""",0,3.44,Warner Books,Paperback,408,1989,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#142),read,,,,0,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.10,Del Rey Books,Mass Market Paperback,224,1987,1953,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#141),read,,,,0,,,0,,,,,
149049,The Fountains of Paradise,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0446677949""","=""9780446677943""",0,3.96,Aspect,Paperback,352,2001,1979,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#140),read,,,,0,,,0,,,,,
50832,Orphans of the Sky,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0671318454""","=""9780671318451""",3,3.79,Baen,Paperback,224,2001,1963,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#139),read,,,,1,,,0,,,,,
16689,Citizen of the Galaxy,Robert A. Heinlein,"Heinlein, Robert A.",,"=""1416505520""","=""9781416505525""",3,3.99,Pocket Books: Gallery Books,Paperback,288,2005,1957,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#138),read,,,,1,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441783589""","=""9780441783588""",3,4.00,Ace Book,Mass Market Paperback,335,1987,1959,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#137),read,,,,1,,,0,,,,,
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441094996""","=""9780441094998""",1,3.71,Ace Books,Paperback,388,1988,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#136),read,,,,1,,,0,,,,,
43917,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0006497012""","=""9780006497011""",0,4.06,Voyager,Paperback,479,1996,1995,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#135),read,,,,0,,,0,,,,,
169959,"The King's Buccaneer (Krondor's Sons, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553563734""","=""9780553563733""",0,4.03,Bantam Spectra,Mass Market Paperback,523,1994,1992,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#134),read,,,,0,,,0,,,,,
589979,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,"Feist, Raymond E.",Janny Wurts,"=""055327211X""","=""9780553272116""",0,4.27,Spectra,Mass Market Paperback,421,1988,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#133),read,,,,0,,,0,,,,,
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",0,4.14,Bantam Spectra,Mass Market Paperback,485,1994,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#132),read,,,,0,,,0,,,,,
13878,"Prince of the Blood (Krondor's Sons, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553588117""","=""9780553588118""",0,3.99,BantamSpectra,Paperback,429,2007,1989,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#131),read,,,,0,,,0,,,,,
12260349,The Wood Boy,Raymond E. Feist,"Feist, Raymond E.",,"=""""","=""""",0,3.39,,,27,,1999,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#130),read,,,,0,,,0,,,,,
92918,"Krondor: The Betrayal (The Riftwar Legacy, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0380795272""","=""9780380795277""",0,3.86,HarperCollins Publishers,Mass Market Paperback,411,2001,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#129),read,,,,0,,,0,,,,,
13818,"Krondor: The Assassins (The Riftwar Legacy, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0380803232""","=""9780380803231""",0,3.88,Harper Torch,Mass Market Paperback,350,2000,1999,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#128),read,,,,0,,,0,,,,,
951749,The Dying Earth (The Dying Earth #1),Jack Vance,"Vance, Jack",,"=""0671831526""","=""9780671831523""",0,3.92,Pocket Books,Paperback,156,1977,1950,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#127),read,,,,0,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",1,3.99,Bantam Spectra,Paperback,183,2004,1967,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#126),read,,,,1,,,0,,,,,
64394,"The Stainless Steel Rat (Stainless Steel Rat, #4)",Harry Harrison,"Harrison, Harry",,"=""1857984986""","=""9781857984989""",0,3.93,Orion,Mass Market Paperback,208,1998,1961,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#125),read,,,,0,,,0,,,,,
101527,"In the Balance (Worldwar, #1)",Harry Turtledove,"Turtledove, Harry",,"=""034542056X""","=""9780345420565""",1,3.82,Ballantine Books,Paperback,465,1996,1994,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#17),read,,,,1,,,0,,,,,
7902912,Manna,Marshall Brain,"Brain, Marshall",,"=""""","=""""",4,3.94,,ebook,79,2003,2003,,2018/02/27,"science-fiction-and-fantasy, society-and-morals","science-fiction-and-fantasy (#123), society-and-morals (#17)",read,,,,1,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,"=""0451528522""","=""9780451528520""",4,3.64,Signet Classics,Paperback,192,2002,1897,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#122),read,,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",3,3.89,Signet Classics,Paperback,118,2002,1895,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#121),read,,,,1,,,0,,,,,
32827,"From the Earth to the Moon (Extraordinary Voyages, #4)",Jules Verne,"Verne, Jules",,"=""1598184547""","=""9781598184549""",4,3.79,Aegypan,Paperback,136,2006,1865,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#120),read,,,,1,,,0,,,,,
49596,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,"Christie, Agatha",,"=""1600963943""","=""9781600963940""",3,3.85,Waking Lion Press,Paperback,268,2008,1922,,2018/02/27,detective,detective (#7),read,,,,1,,,0,,,,,
3586,The Complete Sherlock Holmes: Volume II,Arthur Conan Doyle,"Doyle, Arthur Conan",Kyle Freeman,"=""1593082045""","=""9781593082048""",4,4.47,Barnes  Noble Classics,Hardcover,709,2004,1914,,2018/02/27,detective,detective (#6),read,,,,1,,,0,,,,,
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0553328255""","=""9780553328257""",5,4.47,Bantam Classics,Paperback,1796,1986,1927,,2018/02/27,"detective, personalities","detective (#5), personalities (#3)",read,,,,1,,,0,,,,,
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",5,4.30,Oxford University Press,Paperback,389,1998,1892,,2018/02/27,"detective, personalities","detective (#4), personalities (#2)",read,,,,1,,,0,,,,,
66470,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",Robin Cook,"Cook, Robin",,"=""0425161242""","=""9780425161241""",5,3.90,G.P. Putnam's Sons,Paperback,456,1998,1997,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#79),read, geneticist creates an evil genius of a boy - and ends up killing him in the end.,true,,1,,,0,,,,,
54161,Among the Believers : An Islamic Journey,V.S. Naipaul,"Naipaul, V.S.",,"=""0330413333""","=""9780330413336""",4,3.85,Picador,Paperback,495,2003,1981,,2018/02/27,society-and-morals,society-and-morals (#15),read,,,,1,,,0,,,,,
277950,Hagakure: The Book of the Samurai,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",William Scott Wilson,"=""4770029160""","=""9784770029164""",5,4.06,Kodansha,Hardcover,179,2002,1716,,2018/02/27,"atma-tattvam, society-and-morals","atma-tattvam (#17), society-and-morals (#14)",read,,,,1,,,0,,,,,
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Toinette Lippe, Jacob Needleman","=""0679724346""","=""9780679724346""",4,4.27,Vintage,Paperback,160,1989,-600,,2018/02/27,atma-tattvam,atma-tattvam (#16),read,,,,1,,,0,,,,,
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,"Suzuki, Shunryu","Trudy Dixon, Huston Smith, Richard Baker","=""0834800799""","=""9780834800793""",4,4.21,Weatherhill,Paperback,138,1973,1970,,2018/02/27,atma-tattvam,atma-tattvam (#15),read,,,,1,,,0,,,,,
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",0,3.89,Allen Lane,Paperback,272,2018,2018,,2018/02/27,"to-read, atma-tattvam","to-read (#8), atma-tattvam (#14)",to-read,,,,0,,,0,,,,,
13438871,The Natural State (The unrational ideas of a man called U.G.),U.G. Krishnamurti,"Krishnamurti, U.G.",,"=""""","=""""",3,4.70,Practical Magic,ebook,,,2007,,2018/02/27,atma-tattvam,atma-tattvam (#13),read,,,,1,,,0,,,,,
9704019,Thought Is Dead: Moving Beyond Spiritual Materialism,U.G. Krishnamurti,"Krishnamurti, U.G.",,"=""1453709371""","=""9781453709375""",3,4.14,,,,,2010,,2018/02/27,atma-tattvam,atma-tattvam (#11),read,,,,1,,,0,,,,,
6037474,Stopped in Our Tracks: Stories of U.G. in India,U.G. Krishnamurti,"Krishnamurti, U.G.",K. Chandrasekhar,"=""""","=""""",4,4.60,,Kindle Edition,,,2008,,2018/02/27,atma-tattvam,atma-tattvam (#12),read,,,,1,,,0,,,,,
53533,The Mystique of Enlightenment: Conversations with U. G. Krishnamurti,Rodney Arms,"Arms, Rodney",Sunita Pant Bansal,"=""8187967099""","=""9788187967095""",4,4.50,Smriti Books,Paperback,206,2005,2005,,2018/02/27,atma-tattvam,atma-tattvam (#5),read,,,,1,,,0,,,,,
14374383,The Anti Guru: A Selection of His Greatest Talks,U.G. Krishnamurti,"Krishnamurti, U.G.",,"=""1461013089""","=""9781461013082""",4,4.38,Createspace Independent Publishing Platform,Paperback,138,2011,2011,,2018/02/27,atma-tattvam,atma-tattvam (#7),read,,,,1,,,0,,,,,
6037462,No Way Out: Dialogues with Krishnamurti,U.G. Krishnamurti,"Krishnamurti, U.G.",,"=""""","=""""",4,4.25,,Kindle Edition,,,2005,,2018/02/27,atma-tattvam,atma-tattvam (#6),read,,,,1,,,0,,,,,
53532,The Other Side of Belief: Interpreting U.G. Krishnamurti,Mukunda Rao,"Rao, Mukunda",U.G. Krishnamurti,"=""0144000350""","=""9780144000357""",4,4.22,"Penguin Books, Limited (UK)",Paperback,350,2005,2005,,2018/02/27,atma-tattvam,atma-tattvam (#8),read,,,,1,,,0,,,,,
53528,Courage to Stand Alone: Conversations with U.G. Krishnamurti,Ellen J. Chrystal,"Chrystal, Ellen J.",Mahesh Bhatt,"=""8187967064""","=""9788187967064""",4,3.58,Spb Enterprises Pvt Ltd,Paperback,126,2001,2001,,2018/02/27,atma-tattvam,atma-tattvam (#9),read,,,,1,,,0,,,,,
53531,"U.G. Krishnamurti, A Life",Mahesh Bhatt,"Bhatt, Mahesh",,"=""0141008091""","=""9780141008097""",4,3.82,Penguin India,Paperback,274,2001,1992,,2018/02/27,atma-tattvam,atma-tattvam (#3),read,,,,1,,,0,,,,,
6037472,Thought Is Your Enemy: Conversations With U.G. Krishnamurti,U.G. Krishnamurti,"Krishnamurti, U.G.",,"=""""","=""""",4,4.35,,Kindle Edition,,,2007,,2018/02/27,atma-tattvam,atma-tattvam (#4),read,,,,1,,,0,,,,,
31093,"Lila: An Inquiry Into Morals (Phaedrus, #2)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0553299611""","=""9780553299618""",4,3.79,Bantam,Paperback,480,1992,1991,,2018/02/27,"atma-tattvam, society-and-morals","atma-tattvam (#2), society-and-morals (#13)",read,,,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",5,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,,2018/02/27,atma-tattvam,atma-tattvam (#1),read,,,,1,,,0,,,,,
33309148,Jnapaka Chitrashale - 1,D.V.G.,"D.V.G., D.V.G.",,"=""""","=""""",5,4.44,,,,,,,2018/02/27,society-and-morals,society-and-morals (#12),read,,,,1,,,0,,,,,
112247,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0201896834""","=""9780201896831""",5,4.37,Addison-Wesley,Hardcover,672,1997,1973,,2018/02/27,science,science (#4),read,,,,1,,,0,,,,,
38320931,History of Dharmaśāstra,Pandurang Vaman Kane,"Kane, Pandurang Vaman",,"=""""","=""""",5,5.00,Bhandarkar Oriental Research Insitute,Leather Bound,6500,2006,,,2018/02/27,society-and-morals,society-and-morals (#11),read,,,,1,,,0,,,,,
1326963,University Chemistry,Bruce H. Mahan,"Mahan, Bruce H.",,"=""0201044056""","=""9780201044058""",5,3.96,Addison Wesley Publishing Company,Unknown Binding,894,1975,1975,,2018/02/27,science,science (#3),read,,,,1,,,0,,,,,
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",3,4.24,Basic Books,Paperback,270,2005,1999,,2018/02/27,,,read,,,,1,,,0,,,,,
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",5,4.20,W. W. Norton  Company,Paperback,288,2018,1988,,2018/02/27,,,read,,,,1,,,0,,,,,
1697556,Organic Chemistry  ,Robert Thornton Morrison,"Morrison, Robert Thornton",Robert Neilson Boyd,"=""0136400612""","=""9780136436690""",5,4.15,Prentice Hall,Hardcover,1278,1992,1959,,2018/02/27,science,science (#2),read,,,,1,,,0,,,,,
25883771,Plane Trigonometry Part 2,Sidney Luxton Loney,"Loney, Sidney Luxton",,"=""818351040X""","=""""",4,4.48,Reem Publications Pvt. Ltd.,Paperback,252,,,,2018/02/27,,,read,,,,1,,,0,,,,,
324137,"Physics, Volume 1",Robert Resnick,"Resnick, Robert","David Halliday, Kenneth S. Krane","=""0471804584""","=""9780471804581""",5,4.21,Wiley,Hardcover,656,1992,1966,,2018/02/27,science,science (#1),read,,,,1,,,0,,,,,
154126,The Discovery of India,Jawaharlal Nehru,"Nehru, Jawaharlal",,"=""0143031031""","=""9780143031031""",3,4.05,Penguin Group,Paperback,642,2004,1991,,2018/02/27,history,history (#2),read,,,,1,,,0,,,,,
19272694,Tipu Sultan- The Tyrant of Mysore (History),Sandeep Balakrishna,"Balakrishna, Sandeep",Shatavadhani R. Ganesh,"=""""","=""9788192788487""",3,3.79,Rare Publications,Kindle Edition,186,2013,2013,,2018/02/27,history,history (#1),read,,,,1,,,0,,,,,
3217280,The Last Brahmin: Life and Reflections of a Modern-Day Sanskrit Pandit,Rani Siva Sankara Sarma,"Sarma, Rani Siva Sankara",Rāṇi Śivaśaṅkara Śarma,"=""8178241382""","=""9788178241388""",0,3.25,Permanent Black,,197,2007,2007,,2018/02/27,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
475245,Man-Eaters of Kumaon,Jim Corbett,"Corbett, Jim",,"=""0195622553""","=""9780195622553""",4,4.29,"Oxford University Press, India",Paperback,228,2012,1944,,2018/02/27,,,read,,,,1,,,0,,,,,
290984,MahaBrahmana,Devudu Narasimhashastri,"Narasimhashastri, Devudu",,"=""""","=""""",5,4.43,Devudu Pratistana,Paperback,306,1975,1947,,2018/02/27,"society-and-morals, mythology-प-र-ण-न","society-and-morals (#10), mythology-प-र-ण-न (#4)",read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2018/02/27,society-and-morals,society-and-morals (#9),read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",5,3.95,NAL,Paperback,122,2003,1945,,2018/02/27,society-and-morals,society-and-morals (#8),read,,,,1,,,0,,,,,
118252,Mahabharata,C. Rajagopalachari,"Rajagopalachari, C.",,"=""8172763689""","=""9788172763688""",4,4.29,Bharatiya Vidya Bhavan,Paperback,483,1951,1950,,2018/02/27,mythology-प-र-ण-न,mythology-प-र-ण-न (#3),read,,,,1,,,0,,,,,
91541,"A Japanese Miscellany: Strange Stories, Folklore Gleanings, Studies Here & There (The Writings on Japan by Lafcadio Hearn: Vol. 2)",Lafcadio Hearn,"Hearn, Lafcadio",,"=""4925080385""","=""9784925080385""",5,4.00,ICG Muse,Paperback,260,2002,1901,,2018/02/27,society-and-morals,society-and-morals (#7),read,"A westerner who went native in the late 1800-s, Lafcadio-san gave a sympathetic, even admiring account of Japanese culture - presenting folk tales, first-hand accounts, folk-songs, sculpture, bio-names.",,,1,,,0,,,,,
9402297,The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400069971""","=""9781400069972""",0,3.78,Random House,Hardcover,128,2010,2010,,2017/10/11,"to-read, society-and-morals","to-read (#2), society-and-morals (#6)",to-read,,,,0,,,0,,,,,
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2017/10/11,"to-read, science-fiction-and-fantasy, society-and-morals","to-read (#1), science-fiction-and-fantasy (#1), society-and-morals (#5)",to-read,,,,0,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",3,3.85,Penguin Books,Paperback,489,2003,1859,,2018/02/27,society-and-morals,society-and-morals (#4),read,,,,1,,,0,,,,,
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",5,4.07,Bethany House Publishers ,Paperback,104,1999,1843,,2018/02/27,society-and-morals,society-and-morals (#1),read,,,,1,,,0,,,,,
58696,David Copperfield,Charles Dickens,"Dickens, Charles",Jeremy Tambling,"=""""","=""""",3,4.00,Penguin ,Paperback,882,2004,1850,,2018/02/27,society-and-morals,society-and-morals (#3),read,,,,1,,,0,,,,,
18254,Oliver Twist,Charles Dickens,"Dickens, Charles","Philip Horne, Gerald Dickens, 查尔斯·狄更斯, 吴倩卓","=""""","=""""",3,3.87,Penguin Books,Paperback,608,2003,1838,,2018/02/27,society-and-morals,society-and-morals (#2),read,,,,1,,,0,,,,,
8529,Reflex,Dick Francis,"Francis, Dick",,"=""0425206955""","=""9780425206959""",2,4.08,G.P. Putnam's Sons,Paperback,304,2005,1980,,2018/02/27,detective,detective (#3),read, cheating in horce-racing discovered by sharp man who does not need too much sleep,,,1,,,0,,,,,
16343,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,"=""0646418432""","=""9780646418438""",4,3.98,Deodand,Paperback,121,2002,1920,,2018/02/27,detective,detective (#2),read,,,,1,,,0,,,,,
76982,"The Twisted Claw (The Hardy Boys, #18)",Franklin W. Dixon,"Dixon, Franklin W.",,"=""0448089181""","=""9780448089188""",5,3.84,Grosset & Dunlap,Hardcover,177,1969,1939,,2018/02/27,detective,detective (#1),read,,,,1,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",5,3.58,Penguin,Paperback,306,2003,1726,,2018/02/27,"adventure, science-fiction-and-fantasy","adventure (#1), science-fiction-and-fantasy (#119)",read,,,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.32,Bantam,Kindle Edition,1125,2011,2011,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#118),read,,,,1,,,0,,,,,
62004,Sign of Chaos (The Chronicles of Amber #8),Roger Zelazny,"Zelazny, Roger",,"=""0380896370""","=""9780380896370""",3,3.97,Avon Books,Mass Market Paperback,217,1991,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#115),read,,,,1,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.53,Bantam,Mass Market Paperback,1177,2003,2000,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#117),read,,,,1,,,0,,,,,
13827,This Immortal,Roger Zelazny,"Zelazny, Roger",,"=""0671698486""","=""9780671698485""",5,3.93,Baen (NY),Paperback,216,1989,1966,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#113),read,,,,1,,,0,,,,,
61994,Prince of Chaos (The Chronicles of Amber #10),Roger Zelazny,"Zelazny, Roger",,"=""""","=""""",4,3.97,Avon Books,Paperback,241,1995,1991,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#114),read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",4,4.41,Bantam,Paperback,969,2002,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#116),read,,,,1,,,0,,,,,
359581,The Courts of Chaos (The Chronicles of Amber #5),Roger Zelazny,"Zelazny, Roger",Tim          White,"=""9993911550""","=""9789993911555""",3,4.18,Avon Books,Mass Market Paperback,189,,1978,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#111),read,,,,1,,,0,,,,,
536790,Trumps of Doom (The Chronicles of Amber #6),Roger Zelazny,"Zelazny, Roger",,"=""""","=""""",3,4.06,Avon Books,Paperback,184,1995,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#112),read,,,,1,,,0,,,,,
239917,Sign of the Unicorn (The Chronicles of Amber #3),Roger Zelazny,"Zelazny, Roger",,"=""0380008319""","=""9780380008315""",4,4.14,Avon Books,Mass Market Paperback,192,1986,1975,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#109),read,,,,1,,,0,,,,,
116982,The Hand of Oberon (The Chronicles of Amber #4),Roger Zelazny,"Zelazny, Roger",,"=""0380016648""","=""9780380016648""",4,4.21,Avon Books,Mass Market Paperback,188,1977,1976,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#110),read,,,,1,,,0,,,,,
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",5,4.02,Gramercy Books,Hardcover,92,2004,1865,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#106),read,,,,1,,,0,,,,,
62012,The Guns of Avalon (The Chronicles of Amber #2),Roger Zelazny,"Zelazny, Roger",,"=""0380000830""","=""9780380000838""",4,4.15,Avon Books,Mass Market Paperback,223,1986,1972,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#108),read,,,,1,,,0,,,,,
35153345,"Ödemarkens barn (Darc Ages - De mörka tidevarven, #2)",A.R. Yngve,"Yngve, A.R.",,"=""""","=""9789187711626""",4,3.44,,Paperback,,2016,2011,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#105),read,,,,1,,,0,,,,,
92121,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,"Zelazny, Roger",Tim          White,"=""0380014300""","=""9780380014309""",5,4.05,Avon,Mass Market Paperback,175,1986,1970,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#107),read,,,,1,,,0,,,,,
66692,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",R.A. Salvatore,"Salvatore, R.A.",,"=""088038672X""","=""9780880386722""",2,4.16,TSR Inc.,Paperback,349,2007,1989,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#101),read,,,,1,,,0,,,,,
239109,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786932287""","=""9780786932283""",2,4.17,Wizards of the Coast Inc,Mass Market Paperback,370,2004,2003,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#102),read,,,,1,,,0,,,,,
7171856,The Puppet Masters,Robert A. Heinlein,"Heinlein, Robert A.",,"=""143913376X""","=""9781439133767""",4,3.88,Baen,Paperback,416,2010,1951,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#104),read,,,,1,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""0441788386""","=""9780441788385""",5,3.92,Ace,Paperback,525,1991,1961,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#103),read,,,,1,,,0,,,,,
68396,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786938250""","=""9780786938254""",2,4.17,Wizards of the Coast,Hardcover,336,2008,1990,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#100),read,,,,1,,,0,,,,,
66693,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786942460""","=""9780786942466""",2,4.09,Wizards of the Coast,Mass Market Paperback,344,2007,1988,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#99),read,,,,1,,,0,,,,,
